"","AuthorID","Author","Date","Content","Attachments","Reactions","channel","wordcount"
"62",716539063678795776,"Natalia Chitalkina#5818","03-Jun-20 09:56 AM","Dear @OldCanada, the choice of metrics in this study was defined by the research question and the nature of the task: we wanted to look at whether proof-readers' errors require rechecking (number of fixations, number of visits) and  a different fixation time (fixation duration) compared to originals and whether they required more cognitive effort (saccadic peak velocity and average velocity of the first saccade). As I said in the presentation, I was looking for an alternative to pupil dilation, because the change in pupil dilation occurs with a delay, so in this task I have to analyse it in fixations after the altered element, but they might be done to different parts of code in originals and variations that makes the analysis more challengable (due to the PFE) . My idea was to pilot saccadic parameters to look at whether and when they will work in the task. My interest to the saccadic peak velocity was not random: one of the co-authors of DiStasi 2010 work that I refer to is an eye movement expert and my first cognitive psychology teacher (psychologist and physicist B Velichkovsky). I plan to continue to apply this approach (with the choice of metrics defined by research questions and the nature of the task). This was a side project to our main study with a sample of participants on how experts deal with unexpected changes in different parts of a familiar pseudocode","","","proof-readers-error",238
"63",716539063678795776,"Natalia Chitalkina#5818","03-Jun-20 10:07 AM","@peitek thank you for watching! Yes, the participant didn't know whether he was correct. This is an interesting new idea I will keep in mind for future studies! For the current study, we need to keep participants uninformed, since we are also interested in cognitive load and it might be affected by almost everything including motivation, whether we communicate with participants during the tasks, whether participants thought aloud etc. The current participant thought aloud despite we haven't asked him to do so, so I decided to make a side case study project out of his data","","","proof-readers-error",99
"64",521698252983238656,"OldCanada#6524","03-Jun-20 10:31 AM","Thanks, and yes, avoid pupil dilation without a) a baseline to account for time as you suggest, and b) without a stationary eyetracker with participant in head and chinrest.  Changes in lighting, movement of the participants (which changes the angle of the camera relative to the eye) etc. can all impact that.  Thanks for the additional clarifications","","","proof-readers-error",57
"65",610317742020624384,"Naser#1609","03-Jun-20 01:06 PM","Hello @Natalia Chitalkina, thank you for this interesting and informative presentation.

I think single subject studies are interesting as they offer rich data that can be studied in depth, and they are the dominant form of studies in cognitive neuropsychology.  I am interested in knowing if you think there is a role for the length of the target token in how likely it is to be skipped by the eyes?

Also, what are your thoughts on the meaningful unit in code? do you think a code chunk is a possible candidate?
Thanks again for a thought provoking presentation!","","","proof-readers-error",98
"66",716659329717239936,"unaizah#9120","31-May-20 09:49 AM","Hi all! 👋  Thanks for visiting this channel.","","","novice-programmers-gaze-patterns",8
"67",716659329717239936,"unaizah#9120","31-May-20 09:57 AM","Here's a copy of our paper","https://cdn.discordapp.com/attachments/707137161044033546/716666600584904784/EMIP2020_ID62.pdf","👍 (4)","novice-programmers-gaze-patterns",7
"68",716659329717239936,"unaizah#9120","31-May-20 10:28 AM","and here's the presentation ..we welcome any comments, suggestions or feedback.. 🙂    ","","👍 (6)","novice-programmers-gaze-patterns",13
"69",716935205385928832,"Zsofia Pilz#3944","01-Jun-20 07:55 AM","Very interesting presentation! 
Regarding future work, I would find it very interesting to see if there are differences in people with different backgrounds of programming fields.  For example, if someone learning linguistic computing, web developer or computational mathematics perceives the code differently than someone studying traditional computing.","","👍 (1)","novice-programmers-gaze-patterns",47
"70",716539063678795776,"Natalia Chitalkina#5818","01-Jun-20 08:16 AM","Hi, Unaizah! Thanks for a very interesting presentation! I thought that maybe there was no consistency in gaze patterns prior to the final answer, because some of participants in some tasks took some time to relax before the next task, and it affected their eye movement pattern... It would be interesting to add to the study (or your future studies on the same topic) any kind of a simple working memory test (such as digit span) to look at whether there is actually a relation between WM capacity and performance of these tasks at different levels of difficulty. I found it very interesting that difficult tasks required more regressions. In my current study (a case study presented by me here is a side project of it), I had the same number of lines in pseudocode, I got the idea to check  if pseudocodes with alterations (more difficult) get more regressions. And I'm really waiting to hear how gender affects performance in these tasks! You are doing a great job! This year I realized how difficult is to recruit females for code studies:)","","❤️ (1)","novice-programmers-gaze-patterns",183
"71",304446699206868992,"zombieowl#4403","01-Jun-20 09:48 AM","Moderators for this channel are @peitek and @zombieowl","","","novice-programmers-gaze-patterns",8
"73",716659329717239936,"unaizah#9120","01-Jun-20 10:22 AM","Hi @Zsofia Pilz ! Thanks for your input! Interesting idea, thank you! 😃 In fact, adding to your comment, given the current IR4.0 era that requires many (include non technical people) to  comprehend technical programming skills, I think it's important to identify how these problem solvers mentally represent and strategize their solutions. The findings could eventually support personalized learning.","","","novice-programmers-gaze-patterns",60
"74",716659329717239936,"unaizah#9120","01-Jun-20 10:26 AM","Hi Natalia! I hope you’re well! It’s so nice to catch up with you again – virtually. 👩‍💻 
Yes, true enough, there could be simply many reasons for not finding coherent patterns prior to the final answer. Idiosyncrasies among the participants gaze patterns or even other psychological factors such as interest, motivation, confidence, etc could be some of the driving factors. I like your idea on assessing workload capacity, I think this will be an added verification for the regression pattern and on their validation strategies. I’m glad that you found some of the current findings useful for your work. Thank you for your encouragement! May your work progress well in the coming months! Girl power! 🦸‍♀️ Keep in touch!","","","novice-programmers-gaze-patterns",128
"75",716659329717239936,"unaizah#9120","01-Jun-20 10:27 AM","> Hi @Natalia Chitalkina ! I hope you’re well! It’s so nice to catch up with you again – virtually. 👩‍💻 
> Yes, true enough, there could be simply many reasons for not finding coherent patterns prior to the final answer. Idiosyncrasies among the participants gaze patterns or even other psychological factors such as interest, motivation, confidence, etc could be some of the driving factors. I like your idea on assessing workload capacity, I think this will be an added verification for the regression pattern and on their validation strategies. I’m glad that you found some of the current findings useful for your work. Thank you for your encouragement! May your work progress well in the coming months! Girl power! 🦸‍♀️ Keep in touch!
@unaizah","","❤️ (1)","novice-programmers-gaze-patterns",131
"76",716539063678795776,"Natalia Chitalkina#5818","01-Jun-20 12:07 PM","Thank you, @unaizah ! I'm glad to see the progress of your work! Good luck with the continuation of your analysis! Keep in touch!","","😘 (1)","novice-programmers-gaze-patterns",24
"77",716509145263636480,"Zohreh Sharafi#1998","01-Jun-20 05:14 PM","@unaizah  thanks for the great presentation. The work is also quite interesting. Can you please tell us more about the data mining approach? I'm interested to know more about the input (was it the raw fixation data or like a sequence of AOI-based scanpath) and the output of the algorithm?","","","novice-programmers-gaze-patterns",53
"78",600770279026982912,"peitek#2292","02-Jun-20 02:49 AM","Hi @unaizah also a thank you from me for an interesting presentation! I have a question regarding the cluster analysis. Does the amount of data influence the clustering? Assuming participants take longer to solve the hard problems, the cluster algorithm would have more data for each participant to work with, which may make it possible to group the hard tasks to fewer clusters?","","👍 (1)","novice-programmers-gaze-patterns",63
"79",715584647530020864,"Teresa#9355","02-Jun-20 11:14 AM","Thanks for the presentation Unaizah!
Out of curiosity, were there other approaches to pattern analysis you considered, but dismissed?","","👍 (1)","novice-programmers-gaze-patterns",19
"80",521698252983238656,"OldCanada#6524","02-Jun-20 11:44 AM","Thank you for your presentation @unaizah .  Do you have any other data collected on the programmers themselves (e.g. individual difference variables, personality variables, working memory capacity)? I think these are the types of additional variables that might afford you some insight beyond programming experience (there may be clear differences in how people approach programming or programming issues that link to these individual differences)?","","👍 (1)","novice-programmers-gaze-patterns",64
"81",707150407104724992,"Marjaana Puurtinen#3084","03-Jun-20 01:59 AM","Thank you, @unaizah ! As it happens, I was just doing (last week) simple scan path analyses for one of my data sets (participants viewed a salad buffet for with 14 dishes for 20 s prior to food selection), so these types of analyses are fresh in my mind and I checked your regression and cluster analyses with great interest. 🙂 First, because your participants viewed the tasks for non-defined periods of time, I would check regression etc. as % of all shifts, and not use the absolute counts (or do both, just to be sure). I myself calculated two scan path (or transition) parameters that I thought might help to identify the participants' viewing profiles. The AOIs were numbered in consecutive order. One parameter was amount of shifts from AOI X the ""next"" or ""previous"" AOI (as % of all shifts between AOIs), this to describe a ""stepwise"" gazing pattern. The other was the amount of shifts when AOI X was fixated AND returned to after visits to 1-3 other AOIs (as % of all shifts), this to describe participants' need/will to return to selected dishes instead of moving forward (the limit 1-3 was set based on data).  In my case, the first one was useful, but in your case, this ""return"" behaviour might be even more revealing (e.g. in text reading research Hyönä et al. have reported different reading profiles that were also associated with different types of task performance, and there, too, look back were one of the meaninful differentiating characteristics). Some more ideas: task performance is good to check, that might helpt to explain the clusters or help in defining new onew. In educational studies sometimes participants are asked to indicate how sure they are of each of their answer, when doing the task. If you plan a new data collection and still search for code-reading patterns, this self-rated certainty might help to explain the gaze patterns, or be included as one factor for grouping the data. All the best for your work!","","💯 (1)","novice-programmers-gaze-patterns",341
"82",716659329717239936,"unaizah#9120","03-Jun-20 07:32 AM","> @unaizah  thanks for the great presentation. The work is also quite interesting. Can you please tell us more about the data mining approach? I'm interested to know more about the input (was it the raw fixation data or like a sequence of AOI-based scanpath) and the output of the algorithm?
Hi @Zohreh Sharafi. It’s nice to finally speak with you. 😃 Your research work has always inspired me. Yes, we started with the raw fixation data from Tobii project file and pre-process the AoI Hit column to produce the needed AoI sequences into subsets for respectively the first click set and the last click set. We do this for every question. The lists of the corresponding AoIs according to the set of interest – 3,4,5 for all participants were used as the input files. The rule association output generates (if any) list of AoIs with high degree of associations for each left (x) and right (y) sides - (akin to the if x, then y rules) in the format of {x} => {y} followed by several measures such as support, confidence and lift. The strength of this relationship (left AoIs vs right AOIs) will appear as the probability given by the rule’s confidence. Support means how many participants’ satisfy (support) this condition, while lift gives the correlation between x and y (to what extent AoIs_x affects AoIs_y).
I hope this is useful. @Drew, feel free to add more details on this in case if I missed any important points.","","","novice-programmers-gaze-patterns",255
"83",716659329717239936,"unaizah#9120","03-Jun-20 07:36 AM","> Hi @unaizah also a thank you from me for an interesting presentation! I have a question regarding the cluster analysis. Does the amount of data influence the clustering? Assuming participants take longer to solve the hard problems, the cluster algorithm would have more data for each participant to work with, which may make it possible to group the hard tasks to fewer clusters?
Hi @peitek! Thank you for your interest and question. Yes, I would think that the amount of data (breadth=more participants and depth=detailed AoI sequences) will influence the clustering. As of now, in the analysis reported, we only considered the subsets of the AoIs (last few AoIs visited before the mouse click event) because we’re interested to identify the patterns of validation strategy exhibited by the participants – a snapshot of the viewing pattern. I suspect (I might be wrong! and this needs further investigation/assessment), if we consider more participants (breadth) grouped by expertise/years of experience, we could potentially get a set of more robust/representative clusters due to the differences by performance (for example).  However, considering more AOI sequences for each participant (depth) may potentially produce more variances in terms of the gaze patterns (under the assumption that any visual behavior cannot be controlled strictly by some definite plan). Due to this, identifying a representative gaze pattern via sequence similarity within- and between- groups can be tricky. Good news is, there are already a number of available methods in the literature that can be adopted for such comparisons that considers both spatial and temporal aspects of the data.  One possible way to test is to have participants do as many tasks for each complexity, but the next question to consider is on the problem solving strategy for each problem that can be different in its own way although they are at the same level of complexity. This is worth exploring,I think.","","","novice-programmers-gaze-patterns",321
"84",716659329717239936,"unaizah#9120","03-Jun-20 07:43 AM","> Thanks for the presentation Unaizah!
> Out of curiosity, were there other approaches to pattern analysis you considered, but dismissed?
Hi @Teresa!  Thanks for watching! You work too always interest me. Nice to meet you! 
Yes, on top of the reported apriori and HCA, we briefly investigated the relationship of the clusters by doing crosstabs (chi square tests) with the current demographics data (gender, year of study, language competency, etc). As of now, the results returned non-statistically significant relationship interpreted as no effect from these parameters on the problems. But this could be due to the disproportion distribution of our data – some groups contain fewer data than the others (i.e. participants in specific year of study). 
Additionally, there are a number of other ways to compare scanpaths some of which are adopted from the genes/DNA analysis methods apart from the Levenshtein (string-edit) approach. These are worth looking into. 
If you’ve any ideas of how the data can be further explored, we’re more than happy to ‘listen’ and consider. We’re also open for collaborations.","","","novice-programmers-gaze-patterns",182
"85",716659329717239936,"unaizah#9120","03-Jun-20 08:01 AM","> Thank you for your presentation @unaizah .  Do you have any other data collected on the programmers themselves (e.g. individual difference variables, personality variables, working memory capacity)? I think these are the types of additional variables that might afford you some insight beyond programming experience (there may be clear differences in how people approach programming or programming issues that link to these individual differences)?
Thank you for watching @OldCanada ! We have a number of other data mainly on demographics such as gender, year of study, English language proficiency level and programming experience (grades scored in previous programming courses, years of experience, overall expertise rating, frequency of writing programming codes and use of pseudocodes) collected via post-study survey. We’re still thinking about how to make use these survey data along the eye-tracking findings. Data for the study reported in this paper was collected some years ago, unfortunately, for some reason, we didn’t collect data on confidence/difficulty rating or working memory. But yes, I agree that data related to working memory would be an added value and will give more depth to the findings. Thank you for the suggestions!","","👍 (1)","novice-programmers-gaze-patterns",193
"86",716659329717239936,"unaizah#9120","03-Jun-20 08:09 AM","Hi @Marjaana Puurtinen!! Thank you for sharing your experience and recommendations on how the analysis can be expanded. 💝  I'm learning so much! yes, i'll check on these and yes,we've learned from mistakes on experimental design from previous experience, the self-rate certainty is something we're now doing in more recent data collection. Thank you for your support!! 😀","","🙂 (1)","novice-programmers-gaze-patterns",64
"87",610317742020624384,"Naser#1609","03-Jun-20 12:28 PM","Hello @unaizah very interesting talk, I've learned a lot from it.

I am wondering if the HCA clusters correlate to skill level, I would be interested in hearing your thoughts on that. Also, do you think that randomizing the location of the next question button might have some effect on the gaze pattern before the click.","","","novice-programmers-gaze-patterns",57
"88",610317742020624384,"Naser#1609","19-May-20 01:48 PM","Read paper: ",NA,"👍🏽 (3)","e-z-reader-model-prediction",2
"89",610317742020624384,"Naser#1609","31-May-20 11:16 AM","Here is the presentation: 
Looking forward to reading your questions and comments!",NA,"👍🏽 (3),👍 (1)","e-z-reader-model-prediction",12
"90",304446699206868992,"zombieowl#4403","01-Jun-20 09:49 AM","Moderators for this channel are @peitek and @Marjaana Puurtinen",NA,"","e-z-reader-model-prediction",9
"92",600770279026982912,"peitek#2292","02-Jun-20 01:57 AM","Hi @Naser, thank you for exciting talk. I usually take notes and screenshots for tweeting about each talk later on, but I was so focused on listening to your talk I forgot about it 😆 

I'm a fan of bringing in theories and models from other disciplines and the e-z model is a good candidate to be useful for software engineering. Nice work!

I have a couple of clarification questions:
- In your word frequency analysis, did you consider that code often uses a lot of compound identifiers? Let's say ""addNumbers"" by itself is a long and probably rare word (= prediction should be difficult to process), but consists of two short and common components. As a native speaker of German, compound words is a common issue with natural language models.
- Does the E-Z reader model consider whether it's the readers' native language? If I remember correctly, your analyzed data from @Teresa were on non-native speakers, which could explain to a degree that the model was over-optimistic with its predictions.

A couple of questions for future directions:
- I'm wondering if programmers build up a ""local"" dictionary of common words in addition to a global one. Let's say I'm a Java programmer that works in neuroscience. Words that are globally common like string, int, float etc will be processed quickly. But, because I work in the context of neuroscience, I may also be able to process words quickly that are not globally common (""hemisphere""). In a way, domain knowledge may be a refining factor for a source code adaption of the e-z reader model?",NA,"","e-z-reader-model-prediction",272
"93",600770279026982912,"peitek#2292","02-Jun-20 01:57 AM","- One concern I have with the ""reading"" model is that it may miss the layer of comprehension. For example, the e-z model would suggest to use short (and common) identifiers to ease reading. While this is sensible, to actually *comprehend* the code, longer identifiers may be helpful. Essentially, longer identifiers may make the reading part slower, but the comprehension part easier (e.g.,  )?",NA,"","e-z-reader-model-prediction",65
"94",610317742020624384,"Naser#1609","02-Jun-20 07:02 AM","Hello @peitek, thank you for your kind comments and important questions.

In regards to your first question, in the presented work we did not split compound tokens, but this idea is definitely interesting and calls for further contemplation in future work.

To answer your second question, counting token/word frequencies from large corpora of text is intended to estimate how much exposure subjects have had to the language, with subjects who are not native speakers of the language this estimate is more difficult to calculate.  Nonetheless, since the ""over-optimistic"" predictions appeared in natural text and source code I would imagine that this issue can be solved by fine tuning the model parameters to approximate observed data better.",NA,"","e-z-reader-model-prediction",118
"95",610317742020624384,"Naser#1609","02-Jun-20 07:03 AM","Regarding your third question, I think you bring up an excellent point on domain knowledge.  This can also appear on the comprehension level where the word ""bank"" would mean something different to a financier than a person who is concerned with rivers.

To address your last concern, the E-Z reader accounts to some level for comprehension with predictability as a place holder in the word-identification system.  This can be observed when a predictable word is identified through comprehension before the eyes move to it (top-down processing).  An example of that would be: The doctor told Fred that his drinking would damage his ______. Of course, the missing word is ""liver"", which could receive a very short or no fixation and still be identified through top-down processing.   

At the same time, E-Z reader does not explain how word integration or post-lexical processing happen.  In a previous paper I made a modification to the E-Z reader model to generate semantic networks of comprehension with natural text that you might find interesting (",NA,"","e-z-reader-model-prediction",176
"96",610317742020624384,"Naser#1609","02-Jun-20 07:03 AM","Finally, regarding the paper that you kindly shared, the E-Z reader model agrees with the findings of that paper.  E-Z reader also explains why identifier names that are dictionary words facilitate reading, as subjects have been exposed to dictionary words more than single letters or abbreviations.  Another distinction that your point highlights is the difference between readability and comprehension, where faster reading might not correlate with better comprehension.  In fact some natural language research has found that the opposite is true, in what is known as the desirable difficulty effect. 

Once again, I am grateful for your comments and questions which make my current and future research better. Thank you!",NA,"","e-z-reader-model-prediction",112
"97",521698252983238656,"OldCanada#6524","02-Jun-20 02:25 PM","Very nice talk and very interesting work @Naser ...a few things to keep in mind more so than questions.  First, the word length effect also occurs in memory (people can better remember a list of short words than a list of long words) and this is attributable to the speed they can rehearse/maintain the item.  This seems really relevant here too since during programming, I imagine programmers are holding various things in memory and things like length could impact you further.  With regard to the ""the the"" mistake though, it is important to note that this is mostly driven by automaticity rather than word length.  Common words like ""the"" are encountered so frequently as to almost lose meaning.  Your brain just automatically ""knows"" it from years of experience.  Moreover, your brain tries to extract what is intended by a passage more so than the actual words (this is what makes proofreading so difficult, your mind kind of auto-fixes errors).  As another example, if you give people a page to read and ask them to cross out all the letter e's, they will miss the ones in words like ""the"" but will have no problem with things like ""eel"" (same length but lower frequency, lesser experience means less processing fluency).  What I find really neat about your approach here is that it seems like it has the potential to dissociate frequency from length from automatic processing as a function of how the eyes are moving.  Given the clear differences between code and actual written text (and the fact that with more experience, programmers should become more automatic on certain functions and get more frequency of exposure to things), I think you have a very fruitful research program here.  Lots that can be tweaked to answer a lot of really interesting questions",NA,"💯 (4)","e-z-reader-model-prediction",303
"98",600770279026982912,"peitek#2292","03-Jun-20 02:52 AM","> Hello @peitek, thank you for your kind comments and important questions.
> 
> In regards to your first question, in the presented work we did not split compound tokens, but this idea is definitely interesting and calls for further contemplation in future work.
> 
> To answer your second question, counting token/word frequencies from large corpora of text is intended to estimate how much exposure subjects have had to the language, with subjects who are not native speakers of the language this estimate is more difficult to calculate.  Nonetheless, since the ""over-optimistic"" predictions appeared in natural text and source code I would imagine that this issue can be solved by fine tuning the model parameters to approximate observed data better.
@Naser Thank you for your detailed response. I learned a lot about the e-z model!",NA,"🙂 (1)","e-z-reader-model-prediction",135
"99",716935205385928832,"Zsofia Pilz#3944","03-Jun-20 08:01 AM","Hello @Naser 
I find the topic and investigation very interesting! Besides, your presentation is very pleasant and you are easy to follow. Regarding the work, I have a question: The E-Z Reader is applied to reading a plain text file and plain code, since the comments have been removed from the code. Couldn't you also leave the comments in the code and thus measure an intermediate level in which text and code are mixed? So that in the end you have 3 sizes that you compare, namely text, code and code + text",NA,"","e-z-reader-model-prediction",94
"100",715584647530020864,"Teresa#9355","03-Jun-20 08:40 AM","Cool! I wonder how the type of Java token is of influence. For instance, there is only a limited set of keywords, the majority of which are probably pretty familiar to programmers. On the other hand, there is an almost endless number of identifiers and a program can contain many that the reader has never seen before. Identifiers can also vary substantially in length. Thus, additional to length and frequency, type of token might be another factor worth looking at.
Furthermore, source code has a very strict structure. Provided it runs without errors, a programmer can be sure that certain elements are present, e.g. if you see “public static void main ...”, you don’t have to read that line thoroughly each time you encounter it, a simple glance might be enough. Thus words in that specific line will get less visual attention than somewhere else in the program.",NA,"","e-z-reader-model-prediction",151
"101",610317742020624384,"Naser#1609","03-Jun-20 09:33 AM","@OldCanada Thank you for your valued comments.  You are correct, in the example with ""the the"" there are a number of factors other than length that cause the eyes to skip.  I think the example with ""eel"" you mentioned makes a lot of sense, and it might be an interesting task to try with source code as a future direction.  I appreciate the valued advice!",NA,"","e-z-reader-model-prediction",66
"102",610317742020624384,"Naser#1609","03-Jun-20 10:16 AM","@Zsofia Pilz Thank you for your kind comment.  I think your idea is very interesting,  studying code comments might inform us of the substrates for the differences between source code and natural language text.  Code comments share the purpose and semantics of source code yet they share the syntax and viewing strategy with natural language text.  This can also be interesting to investigate how programmers leverage their natural language skills in reading source code. Thanks for the interesting idea!",NA,"👍 (1)","e-z-reader-model-prediction",80
"103",610317742020624384,"Naser#1609","03-Jun-20 10:27 AM","@Teresa Thank you for your comment, and thanks for contributing to the data set I am using in this study 🙂 
I am very interested in investigating the effects of token type, in fact that is something that I am working on at the moment. Your work on element type and frequency from 2014 provides a lot of helpful information for that.  If I might ask, I am curious to know your thoughts on the frequency effect results in the same 2014 study, why do you think the frequency effect was not observed in that study?",NA,"","e-z-reader-model-prediction",97
"104",715839112162050176,"HirotoHarada#0443","31-May-20 06:07 AM","Dear all, here is our paper","https://cdn.discordapp.com/attachments/707137668445634571/716608827121860618/etra20shortpapers-61.pdf","👍 (3)","eye-movement-features",6
"105",715839112162050176,"HirotoHarada#0443","31-May-20 06:12 AM","And this is my presentation
","","👍 (5)","eye-movement-features",5
"106",304446699206868992,"zombieowl#4403","01-Jun-20 09:49 AM","Moderators for this channel are @Marjaana Puurtinen and @zombieowl","","","eye-movement-features",9
"108",521698252983238656,"OldCanada#6524","02-Jun-20 02:37 PM","Hi  @HirotoHarada , this is a very nice, straightforward study.  I will ask one question that I asked of one of the other presenters.  I think there's good rationale for the eye movement metrics you chose as it relates to comprehension, but there may be other very informative ones (I'm assuming the SMI eyetracker extracts a number of metrics automatically).  Run/visit count (I don't know how SMI labels it but the number of times people leave and return to an area),  saccade velocity might be a nice compliment to the length measure, and the speed with which people enter a critical area of interest relative to the start of the trial might also be worthwhile to consider","","","eye-movement-features",120
"109",715839112162050176,"HirotoHarada#0443","03-Jun-20 12:11 AM","Hello @OldCanada 
thank you so much for your very interesting questions. 
We believe that further analysis will be possible by using other indicators and considering them holistically. As you mentioned, it is important to use eye movement features such as saccade velocity and further use of AOI, and it is also important to use parameters such as pupil size to reflect the human attentional state.","","👍 (1)","eye-movement-features",65
"110",707150407104724992,"Marjaana Puurtinen#3084","03-Jun-20 02:29 AM","Hi @HirotoHarada ! I viewed @unaizah s talk first and then yours - you too have a lot in common in terms of what you are after, and put together, your talks present different methods for addressing these reading profile/pattern issues. Interesting! I totally understand your problem with finding a meaningful parameter for regressions (or ""look backs"", as they say it in text reading research; see e.g. Hyönä, Lorch and Rinch, 2003). In my music-reading studies, too, the freq of regressions is so small (due to time-pressured linear reading; not much time for look backs), that they are very hard to analyze. And you know that each look back is meaningful especially since they are so rare, but you can't get it out in quantitative analyses... I have typically only coded them as ""yes/no"", and not cared about the exact freq. However, in your case, and for future studies, one simple solution might be to rethink the layout of the code. With more meaningful AOIs (longer codes?), there will also be more possibilties for look backs. Another is to attempt to create profiles that take into account 2-3 parameters, with look backs as one of them. I hand it to you for your sample size, which pretty large and enables you to try out different types of analyses in search of the best approach!","","👍 (1)","eye-movement-features",230
"111",600770279026982912,"peitek#2292","03-Jun-20 07:34 AM","Hi @HirotoHarada, thank you for your nice presentation and I'm glad the EMIP dataset is still providing value to new research!

As an outlook to your study, I think it's quite interesting to think about how to structure code. If a programmer follows a control flow of a program, the amount of ""look backs"" highly depends on the order of the methods. In a way, bad source code may force programmers to unnecessary saccades. We go into this topic a little bit with our ""source code linearity index"" (, Sec. 3.1), but I miss research that looks in depth at the relationship between code structure and induced eye movements.","","","eye-movement-features",111
"112",484954298120404992,"JonathanSdlr#1695","03-Jun-20 09:46 AM","Hi, @HirotoHarada . Thank you for your comprehensive presentation. The topic of concern is clear here. I'd like to ask a question about the mean difference outcomes. 

What would you say we can learn from the mean difference in fixation times on the different blocks among those scoring correct or incorrect?  A key finding from this paper is shown in a figure given that the two groups are significantly different in their fixation times across all blocks in at least one of the examples, but I'd like to know if a specific block in Rectangle or Vehicle code stands out.","","","eye-movement-features",101
"113",709663149791641600,"Selina Emhardt#3277","27-May-20 02:17 AM","","https://cdn.discordapp.com/attachments/707137844442955868/715101277079470080/Emhardt_et_al._2020.pdf","👍 (3)","teachers-didactic-guidance",0
"114",709663149791641600,"Selina Emhardt#3277","29-May-20 09:18 AM","And here the video for next week: . I hope you enjoy watching it, and I am looking forward to your comments in this chat!","","👍 (5)","teachers-didactic-guidance",24
"115",600770279026982912,"peitek#2292","01-Jun-20 04:12 AM","Thank you @Selina Emhardt for a great presentation and interesting research. 

I'm going to open the discussion with a question: for your study 2, how do you plan to measure mental effort and learning? You mention that on some preliminary analysis you did not find any significant differences, but I'm wondering if this could depend on what measure you look at?

All other participants: Please don't be shy and ask questions as well!","","","teachers-didactic-guidance",76
"116",709663149791641600,"Selina Emhardt#3277","01-Jun-20 05:03 AM","Thank you for your question, Norman! I am looking forward to the presentations and discussions with the attendants of this workshop. Yes, we did unfortunately not find any significant effects of displayed model behavior on mental effort and learning and we are still discussing possible reasons for that. The used measures could indeed play an important role!
As for the mental effort measure: For this measure, we used a subjective rating scale (based on Paas, 1992). Participants had to rate the subjective amount of mental effort that they invested in following the (natural or didactic) EMME videos on a Likert Scale from 1 until 9. While this scale is quite reliable and frequently used in our field, it is true that there are also more fine-graded measures for mental effort and cognitive load that can, for instance, distinguish between extraneous, intrinsic, germane load. It might worth looking into this in more detail in subsequent studies.","","","teachers-didactic-guidance",156
"117",709663149791641600,"Selina Emhardt#3277","01-Jun-20 05:03 AM","As for the learning measures: Participants performed both a direct recall and a transfer post-test task (for both measures we did not find significant effects). 
Recall task: After watching the (natural or didactic) EMME videos, participants saw inspected screenshots of the codes from the videos and got 2 minutes time for each code to recall and report all errors that they remembered (e.g., writing “line 4: missing AND”). This was a relatively simple task and participants scored overall quite high.
Transfer task: We created new, short codes snippets that contained similar errors as the codes in the EMME videos of the categories misplaced, malformed and missing statements (Fitzgerald et al., 2008; Johnson, Soloway, Cutler, & Draper, 1983). This might have been a more challenging task for the programming beginners, and they showed quite low performances. Maybe we could have found more effects if the codes would have been easier and even more similar to the codes in the videos (even more similar bugs, to ease the transfer).","","","teachers-didactic-guidance",169
"118",715480365191397376,"Standa Popelka#2329","01-Jun-20 06:01 AM","Hi @Selina Emhardt , I would like to ask, whether you didn't try to investigate the strategy of the participants in the sense of order of visited areas... Who started in the  instruction AOI, who looked directly into code etc...","","","teachers-didactic-guidance",40
"119",709663149791641600,"Selina Emhardt#3277","01-Jun-20 06:26 AM","Dear @Standa Popelka , thank you very much for your response to our video and welcome to this chat 🙂 ! There are so many possible ways to analyze eye-tracking data! On the one hand, it is great to work with this incredibly rich type of data. On the other hand, selecting meaningful and relevant measures is also one of our biggest challenges! In our first study, we chose a theory-driven approach. This means that we formulated hypothesis for the selected measures based on known expertise literature (see the first table of my PowerPoint presentation).","","","teachers-didactic-guidance",95
"120",709663149791641600,"Selina Emhardt#3277","01-Jun-20 06:26 AM","I agree that AOI sequences have the potential to provide new insights into experts’ and novices’ debugging strategies. In fact, I just watched the interesting presentation of @unaizah  who worked with AOI sequences/orders to investigate (pseudo)code reading strategies. I would be very interested to hear if you have ideas on how we could ground an AOI-sequence measure in expertise literature. More specifically, what would you expect regarding differences in AOI sequences between (naturally behaving) experts and novices and naturally and didactically behaving experts for our task materials (maybe based on some expertise theories)?","","","teachers-didactic-guidance",96
"121",715480365191397376,"Standa Popelka#2329","01-Jun-20 06:57 AM","@Selina Emhardt - we have recently developed a tool for that kind of analysis called ScanGraph - you can check it here: / or read a paper about it here  or . I suppose you are using SMI software, so you can use directly data from SMI with the converter /. Recently, we wrote a paper where several students of physics were evaluated (also) using this tool - . The one where we are comparing students and their geography teacher (expert) is currently under construction.","","","teachers-didactic-guidance",79
"122",709663149791641600,"Selina Emhardt#3277","01-Jun-20 07:49 AM","Thank you very much, this is interesting! I will look into it!","","","teachers-didactic-guidance",12
"123",600770279026982912,"peitek#2292","01-Jun-20 08:37 AM","Thank you @Selina Emhardt for the detailed response to my question. I think those measures are a good choice.

I agree with @Standa Popelka, there may be potential in the reading order and whether those are different depending on the teaching method. @Teresa et al.'s paper may be a good starting point for this direction as well (","","","teachers-didactic-guidance",58
